name,meets_criteria,reason,group,stars,forks,open_issues,language,archived,feature_file_count,scenario_count
scormaq/cucumber4-parallel-logger,,,java,5,2,0,Java,TRUE,9,9
TugbaKilic33/TechnoStudy-BDD-Automation,,,java,5,0,0,Java,FALSE,8,8
Cydeo-EU9/EU9-CucumberJunit,,,java,5,9,0,Java,FALSE,6,6
cepnif/playwright-test-automation,,,java,5,0,0,Java,FALSE,6,6
MicroFocus/octane-cucumber-jvm,,,java,5,7,3,Java,FALSE,5,5
anildhiman88/restAssured-BDD-automation,,,java,5,0,1,Java,FALSE,5,5
narasimhavuppala/bdd-cucumber-java-demos,,,java,5,14,0,Java,FALSE,5,5
rusakovichma/dvwa-bdd-security,,,java,5,0,2,Java,FALSE,5,5
sitture/cucumber-jvm-extentreport,,,java,5,13,4,Java,TRUE,5,5
GallifreyanCode/cucumber-jvm-examples,,,java,5,2,1,Java,FALSE,4,4
LambdaTest/cucumber-selenium-hyperexecute-sample,,,java,5,21,3,Java,FALSE,4,4
akashdktyagi/CucumberAPIAutomation,,,java,5,8,1,Java,FALSE,4,4
cihat-kose/zerobank-selenium-cucumber-ui-test-automation,,,java,5,14,0,Java,FALSE,4,4
gabrielstar/cucumber,,,java,5,25,2,Java,FALSE,4,4
tsundberg/cucumber-examples,,,java,5,5,0,Java,FALSE,4,4
cedaniel200/example-of-Screenplay-Rest-and-SOAP,,,java,5,2,0,Java,FALSE,3,3
omerozdemir72/Youtube-Cucumber,,,java,5,4,0,Java,FALSE,3,3
BarathArivazhagan/cucumber-spring-integration,,,java,5,12,1,Java,FALSE,2,2
TarekMebrouk/spring-cucumber-test,,,java,5,3,1,Java,FALSE,2,2
cgjangid/selenium-cucumber-jvm-testNG-pom-bdd,,,java,5,0,0,Java,FALSE,2,2
clovisolivier/api-cucumber-java,,,java,5,2,4,Java,FALSE,2,2
codingstones/cucumber-java,,,java,5,8,0,Java,FALSE,2,2
grasshopper7/testngcuke4sharedwebdriver,,,java,5,1,1,Java,FALSE,2,2
mattiasmgn/CucumberParallel,,,java,5,2,0,Java,FALSE,2,2
mnizicqa/Polovni-Automobili-Selenium-testing-using-Cucumber-and-Data-Driven-Testing,,,java,5,0,0,Java,FALSE,2,2
patebija/sample-cucumber-testng,,,java,5,9,0,Java,FALSE,2,2
tkgregory/cucumber-multi-launcher,,,java,5,5,3,Java,FALSE,2,2
Clutcha/EspressoCucumber,,,java,5,1,1,Java,FALSE,1,1
LambdaTest/Cucumber-TestNG-Selenium,,,java,5,19,0,Java,TRUE,1,1
andredesousa/spring-cucumber-mockserver,,,java,5,3,0,Java,FALSE,1,1
arnosthavelka/junit-poc,,,java,5,2,6,Java,FALSE,1,1
cadmiumkitty/cucumber-jmeter-r-integration,,,java,5,3,0,Java,FALSE,1,1
cucumber-ltd/cucumber-school-java,,,java,5,1,1,Java,TRUE,1,1
hwurht/jbpm-cucumber-testing,,,java,5,0,0,Java,FALSE,1,1
kevbradwick/cucumber-selenium-archetype,,,java,5,2,1,Java,FALSE,1,1
krishnaraghavendra/SpringBoot-Tapestry-cucumber-selenium-testng,,,java,5,2,0,Java,FALSE,1,1
upgundecha/jagacy-cucumber-bdd-example,,,java,5,11,3,Java,FALSE,1,1
vamsidarbhamulla/cucumber-testng-rest-assured,,,java,5,7,0,Java,FALSE,1,1
DeMarkAnalytics/selenium-cucumber-ts,,,nodejs,4,1,1,TypeScript,TRUE,5,5
mayibee/protractor-cucumber,,,nodejs,4,6,2,JavaScript,FALSE,5,5
aboviq/bun-test-cucumber,,,nodejs,4,1,0,TypeScript,FALSE,4,4
FY-test-org/nightwatch-cucumber,,,nodejs,4,4,0,JavaScript,FALSE,3,3
MininoxD/typescript-ddd-core-example,,,nodejs,4,0,0,TypeScript,FALSE,3,3
rickdgeerling/nest-cucumber,,,nodejs,4,0,3,TypeScript,TRUE,2,2
technocreatives/cool-cucumber,,,nodejs,4,1,0,TypeScript,TRUE,2,2
Vishnupv160/playwright_Javascript_v1.0,,,nodejs,4,1,0,JavaScript,FALSE,1,1
owncloud/ios-scenario-testing,,,java,4,2,0,Java,FALSE,20,20
ab054/cucumberJava,,,java,4,4,0,Java,FALSE,16,16
florinungur/RCNIT,,,java,4,0,0,Java,FALSE,16,16
githubvin/CucumberWorkout,,,java,4,0,1,Java,FALSE,15,15
Arc-E-Tect/arc-e-tect_phonebook,,,java,4,0,1,Java,FALSE,12,12
mehmet-simsek-pg/CucumberProject,,,java,4,0,0,Java,FALSE,7,7
mdrasul/pntb3-mct-cucumber-automation,,,java,4,0,3,Java,FALSE,6,6
BrowserStackCE/browserstack-examples-cucumber-testng,,,java,4,12,2,Java,FALSE,5,5
hmcts/befta-fw,,,java,4,4,16,Java,FALSE,5,5
maalben/Automatizacion-full-services-restapi-Screenplay,,,java,4,0,0,Java,FALSE,5,5
mariocairone/cucumbersome,,,java,4,2,2,Java,FALSE,5,5
youvegotnigel/cucmber-java-testng-saucelabs,,,java,4,1,0,Java,FALSE,5,5
MohabMohie/SaudiDigitalAcademyCucumber,,,java,4,0,0,Java,TRUE,4,4
mehmetA58/CucumberSeleniumPracticeJenkins,,,java,4,1,0,Java,FALSE,4,4
alexrochas/cucumber-jvm-poc,,,java,4,0,0,Java,FALSE,3,3
andgerashchenko/VyTrackAutomation_cucumber_project,,,java,4,0,0,Java,FALSE,3,3
asifapasha/EcommerceWebAutomation,,,java,4,7,1,Java,FALSE,3,3
grasshopper7/cuke5-migrate,,,java,4,3,1,Java,FALSE,3,3
ivanwidyan/serenity-cucumber4-sample-project,,,java,4,4,3,Java,FALSE,3,3
jaheikki/cucumber-selenide-allure,,,java,4,4,3,Java,FALSE,3,3
manv6/java-maven-spring-cucumber-selenium-allure,,,java,4,3,16,Java,FALSE,3,3
minhhoangvn/carina-cucumber-test,,,java,4,0,0,Java,FALSE,3,3
zodgevaibhav/cucumber-selenium-framework,,,java,4,1,2,Java,FALSE,3,3
CybertekSchool/bootcamp2020cucumberproejct,,,java,4,14,1,Java,FALSE,2,2
bazylMN/cucumber-java-spring,,,java,4,0,0,Java,FALSE,2,2
grasshopper7/cuke4-parameter-datatable,,,java,4,4,1,Java,FALSE,2,2
grasshopper7/junitcuke4sharedwebdriver,,,java,4,6,1,Java,FALSE,2,2
kingsleyh/cucumber-jvm-example,,,java,4,5,0,Java,FALSE,2,2
muhammet-mucahit/Java-Tutorials,,,java,4,0,0,Java,FALSE,2,2
BernaGokce/cucumber-java-appium-boilerplate,,,java,4,1,0,Java,FALSE,1,1
CrazyDevo/cucumber-bdd-junit,,,java,4,0,0,Java,FALSE,1,1
Java-Techie-jt/bdd-example,,,java,4,14,1,Java,FALSE,1,1
Javateappl/SpringBoot-Cucumber,,,java,4,1,1,Java,FALSE,1,1
Jeredriq/CucumberWithTestFX,,,java,4,0,0,Java,FALSE,1,1
aatwi/GildedRose-BDD,,,java,4,0,0,Java,FALSE,1,1
akashdktyagi/test-framework-template-with-cucumber-testng,,,java,4,7,1,Java,FALSE,1,1
aqib1/Revolut_Task,,,java,4,0,3,Java,FALSE,1,1
atishn/Selenium-cucumber-with-Spring,,,java,4,6,0,Java,FALSE,1,1
dkowis/Cucumber-JVM-Example,,,java,4,5,0,Java,TRUE,1,1
dodie/cucumber-gifreporter-experiment,,,java,4,2,1,Java,FALSE,1,1
executeautomation/SeleniumGitHubActions,,,java,4,10,1,Java,FALSE,1,1
heziofernandes/simple-project-cucumber,,,java,4,2,0,Java,FALSE,1,1
java-automation/java-webdriver-cucumber,,,java,4,40,0,Java,FALSE,1,1
josdem/spring-boot-appium-jugoterapia,,,java,4,3,0,Java,FALSE,1,1
maazahmedks/Selenium-Cucumber-TestNG-using-Java,,,java,4,0,0,Java,FALSE,1,1
mehmetbesli/N11CucumberProjectTA,,,java,4,1,1,Java,FALSE,1,1
mpkorstanje/junit-platform-suite-demo,,,java,4,1,0,Java,FALSE,1,1
osman-akdag/Amazon-Cucumber-Test-Project,,,java,4,0,0,Java,FALSE,1,1
perty/bdd-kata,,,java,4,4,1,Java,FALSE,1,1
priyankshah217/SeleniumCucumberAutomation,,,java,4,1,0,Java,FALSE,1,1
racchouhan12/SeleniumCucumber5,,,java,4,11,3,Java,FALSE,1,1
reportportal/example-cucumber-junit-selenium-logback-maven,,,java,4,3,2,Java,FALSE,1,1
saitam91/UI-Test-Amazon-Java-Cucumber-Selenium,,,java,4,0,0,Java,FALSE,1,1
the-creative-tester/rest-assured-api-testing-example,,,java,4,6,0,Java,FALSE,1,1
thePantz/serenitybdd-cucumber-multidevice,,,java,4,4,0,Java,FALSE,1,1
wjpowell/cucumber-jvm-jms-example,,,java,4,2,0,Java,FALSE,1,1
yatskevich/cucumber-jvm-gradle-javaexec,,,java,4,4,0,Java,FALSE,1,1
cap-js-community/cds-cucumber,,,nodejs,3,1,1,JavaScript,FALSE,66,66
allure-cucumber-templates/cucumber-playwright-ts-allure,,,nodejs,3,2,3,TypeScript,FALSE,13,13
ptech/cucumber-playwright-workshop,,,nodejs,3,3,0,TypeScript,FALSE,5,5
automationExamples/Playwright-Cucumber-Exercise,,,nodejs,3,232,237,TypeScript,FALSE,3,3
fmarinoa/cucumber-api-testing,,,nodejs,3,0,0,TypeScript,FALSE,3,3
nightwatchjs-community/cucumber-nightwatch,,,nodejs,3,1,2,JavaScript,FALSE,3,3
thinessGit/apicucumbertest,,,nodejs,3,0,0,JavaScript,FALSE,3,3
Ellisande/step-forge,,,nodejs,3,0,1,TypeScript,FALSE,2,2
doamaral/api-testing-cucumber,,,nodejs,3,0,0,JavaScript,FALSE,2,2
ISanjeevKumar/playwright-cucumber,,,nodejs,3,2,0,TypeScript,FALSE,1,1
Xray-App/tutorial-js-webdriverio-cucumber,,,nodejs,3,0,1,JavaScript,FALSE,1,1
alvitazwar/BDD-with-PlaywrightJs,,,nodejs,3,1,0,JavaScript,FALSE,1,1
cucumber-examples/shouty.js,,,nodejs,3,14,2,JavaScript,FALSE,1,1
jdsmdev/cucumber-playwright,,,nodejs,3,0,0,TypeScript,FALSE,1,1
mikementor/playwright-fluent-ts-cucumber7-starter,,,nodejs,3,0,0,TypeScript,FALSE,1,1
serenity-js/protractor-cucumber-framework-demo,,,nodejs,3,5,12,JavaScript,FALSE,1,1
shrinidhimanchi/cucumber-playwright-automation,,,nodejs,3,2,2,JavaScript,FALSE,1,1
testerncoder/e2e-automation-playwright-typescript-cucumber,,,nodejs,3,1,0,TypeScript,FALSE,1,1
FurkanDzgn/CucumberBatch4,,,java,3,1,0,Java,FALSE,32,32
hvanli/HrmsCucumberFramwork,,,java,3,3,3,Java,FALSE,28,28
ministryofjustice/hmpps-vsip-ui-tests,,,java,3,1,0,Java,TRUE,21,21
callnirajgupta/CucumberSelenium,,,java,3,3,4,Java,FALSE,18,18
gherkin-by-example/java-cucumber,,,java,3,30,10,Java,FALSE,16,16
Cybertek-B12/summer-2019-online-cucumber-rest-assured,,,java,3,11,3,Java,FALSE,11,11
extrawest/bdd_ocpi_2.2.1_emsp,,,java,3,3,0,Java,FALSE,10,10
AshisRaj/bdd-with-cucumber-selenium,,,java,3,1,0,Java,FALSE,8,8
emrahaktepe/BriteERP_Project,,,java,3,0,2,Java,FALSE,8,8
euroTech-sdet/batch3-CucumberSelenium,,,java,3,2,0,Java,FALSE,7,7
ghoshasish99/Selenium-Cucumber-Moon,,,java,3,0,0,Java,FALSE,7,7
grasshopper7/cuke4testngparallel,,,java,3,8,0,Java,FALSE,6,6
roddy/drools-and-cucumber,,,java,3,1,0,Java,FALSE,6,6
selcukes/selcukes-java-skeleton,,,java,3,0,10,Java,FALSE,6,6
shaikuba/bdd-cucumber-examples,,,java,3,4,2,Java,FALSE,6,6
JagatheshwaranN/CucumberBDD-Test-Framework,,,java,3,2,1,Java,FALSE,5,5
Zarina92c/LibraryApplicationCucumberProject,,,java,3,3,0,Java,FALSE,5,5
abhishekkadavil/Selenium4-Cucumber-Hybrid-Framework,,,java,3,2,1,Java,FALSE,5,5
shivam201/Cucumber_Maven_Java,,,java,3,3,2,Java,FALSE,5,5
SyntaxTechnologies/cucumberFrameWorkReview,,,java,3,0,0,Java,FALSE,4,4
inqa/bdd-appium-hybridapp-serenity,,,java,3,4,0,Java,FALSE,4,4
prashant-ramcharan/courgette-jvm-spring-example,,,java,3,1,0,Java,FALSE,4,4
wisnuwm/automation-bdd-tokped,,,java,3,0,0,Java,FALSE,4,4
Arc-E-Tect/hellocucumber,,,java,3,5,0,Java,FALSE,3,3
CundullahT-CT/cucumber-logging-project,,,java,3,10,0,Java,FALSE,3,3
FanaticalTest/ft-test-mobile-factory-demo,,,java,3,0,0,Java,FALSE,3,3
allure-examples/allure-cucumber5-junit4-maven,,,java,3,1,0,Java,FALSE,3,3
allure-examples/allure-cucumber5-testng-gradle,,,java,3,2,0,Java,FALSE,3,3
arbiminanda19/appium-cucumber-wdioapp-android-ios,,,java,3,0,0,Java,FALSE,3,3
predrag-popovic/AutomatedBaseExample,,,java,3,0,0,Java,FALSE,3,3
rakeshmishra36/CucumberBDD,,,java,3,3,2,Java,FALSE,3,3
HarshaSri-Sameera/SeleniumCucumber_Java,,,java,3,0,0,Java,FALSE,2,2
Mihirirj/Mihirirj-Selenium_Cucumber-Java-BDD-FrameWork,,,java,3,0,0,Java,FALSE,2,2
SondosAlgyed/SeleniumFramework,,,java,3,0,0,Java,FALSE,2,2
SyntaxTechnologies/cucumberReviewB13,,,java,3,0,0,Java,FALSE,2,2
Test-Architect/playwright-java-bdd-sample,,,java,3,1,0,Java,FALSE,2,2
VrushaliDudhane/BDD_UsingCucumberAndPOM,,,java,3,1,0,Java,FALSE,2,2
akashdktyagi/cucumber-selenium-fw,,,java,3,3,1,Java,FALSE,2,2
borisskert/springboot-cucumber-wiremock-example,,,java,3,2,0,Java,FALSE,2,2
cmccarthyIrl/spring-cucumber-appium,,,java,3,1,0,Java,FALSE,2,2
cmccarthyIrl/spring-cucumber-serenity-test-harness,,,java,3,0,0,Java,FALSE,2,2
dilshan5/ttaf-ui-intive,,,java,3,10,0,Java,FALSE,2,2
ghoshasish99/Appium-Cucumber-Browserstack,,,java,3,1,0,Java,FALSE,2,2
gunesmes/selenium-cucumber-java,,,java,3,2,1,Java,FALSE,2,2
hakankara75/Appium_Cucumber,,,java,3,0,0,Java,FALSE,2,2
hans-marquez-globant/screenplay-cucumber,,,java,3,0,0,Java,FALSE,2,2
jagarzone6/appium-cucumber-parallel-template,,,java,3,2,4,Java,FALSE,2,2
jonny561201/VendingMachineDockerJava,,,java,3,0,2,Java,FALSE,2,2
lamhotsiagian/api-web-cucumber,,,java,3,0,1,Java,FALSE,2,2
mesthaharishs/Springboot-Cucumber-TestAutomationFramework,,,java,3,3,0,Java,FALSE,2,2
moyu6027/spring-test-cucumber,,,java,3,0,0,Java,FALSE,2,2
mrfurrypants/Test_Framework_for_Fullstack-TodoApp,,,java,3,0,0,Java,FALSE,2,2
neiltorrentira/PlaywrightJavaBDDMaven,,,java,3,1,0,Java,FALSE,2,2
rajesha2016/cucumber-jvm-masterthought-reporting,,,java,3,0,1,Java,FALSE,2,2
rojhatzengin/RestAssuredWithCucumber,,,java,3,0,1,Java,FALSE,2,2
telekom/testerra-cucumber-connector,,,java,3,0,0,Java,FALSE,2,2
vikramvi/serenity-cucumber-wl,,,java,3,2,5,Java,FALSE,2,2
HugoHe24/OnlineStore,,,java,3,11,0,Java,FALSE,1,1
Rupampromact/AmazonAutomationLoginPage,,,java,3,0,1,Java,FALSE,1,1
Simon-Kaz/AppiumSpringCucumber,,,java,3,4,0,Java,FALSE,1,1
TestMonkeys/cucumber-spring-logback,,,java,3,0,7,Java,FALSE,1,1
Tricentis-SA/cucumber_java,,,java,3,5,0,Java,FALSE,1,1
Yaowenjie/Cucumber-Demo,,,java,3,6,0,Java,FALSE,1,1
abayramus/cucumber-framework-template,,,java,3,1,0,Java,FALSE,1,1
achmadns/cucumber-spring-example,,,java,3,1,0,Java,FALSE,1,1
ahmedmaged0a/SwagLabs_Demo,,,java,3,0,0,Java,FALSE,1,1
almarsimon/spring-boot-rest-cucumber,,,java,3,1,2,Java,FALSE,1,1
andytheqaguy/SimpleBooksAPITesting,,,java,3,0,0,Java,FALSE,1,1
archfirst/java-cucumber-template,,,java,3,2,0,Java,FALSE,1,1
cedaniel200/screenplay-google-translate,,,java,3,0,0,Java,FALSE,1,1
czeczotka/cucumber-jvm-regex,,,java,3,3,0,Java,FALSE,1,1
dongoloid/selenium-stream-lambda,,,java,3,0,0,Java,FALSE,1,1
ghoshasish99/SerenityRestAssured,,,java,3,3,1,Java,FALSE,1,1
hiroksarker/UI_Automation,,,java,3,1,3,Java,FALSE,1,1
java-automation/java-webdriver-cucumber-2021,,,java,3,9,0,Java,FALSE,1,1
mfaisalkhatri/AmazonAppSample,,,java,3,0,0,Java,FALSE,1,1
mishabhi/cucumber-spring-api-automation,,,java,3,0,2,Java,FALSE,1,1
ozgurkayaist/BDDCucumberSeleniumWebTest,,,java,3,12,1,Java,FALSE,1,1
ralphkjones/CucumberSikuliSlides,,,java,3,0,0,Java,FALSE,1,1
serenity-bdd/serenity-cucumber-page-objects-starter,,,java,3,4,1,Java,FALSE,1,1
serenity-bdd/serenity-cucumber5-starter,,,java,3,10,0,Java,TRUE,1,1
software-testing-bootcamp/java-appium-cucumber-ios,,,java,3,2,0,Java,FALSE,1,1
sridharbandi/Selenium-Cucumber-Junit-Template,,,java,3,1,0,Java,FALSE,1,1
survepravin/petstore-qa-api-test,,,java,3,0,0,Java,FALSE,1,1
vznd/cucumber-selenium-tests,,,java,3,0,0,Java,FALSE,1,1
vinjatovix/ts-api,,,nodejs,2,0,24,TypeScript,FALSE,30,30
Zstefanov/AE-Automation-TS-Playwright,,,nodejs,2,0,0,TypeScript,FALSE,25,25
teosoph/cypress-cucumber___telnyx.com,,,nodejs,2,2,0,JavaScript,FALSE,15,15
abdelnaby1/fwd_project,,,nodejs,2,1,0,TypeScript,FALSE,8,8
Max1irst/Playwright-cucumber-TS,,,nodejs,2,0,0,TypeScript,FALSE,4,4
vtimonov/cucumberjs-parallel,,,nodejs,2,2,4,JavaScript,FALSE,4,4
PunnNopdanai7/cucumber-playwright-workshop,,,nodejs,2,0,0,TypeScript,FALSE,3,3
feeroz123/ES_Playwright_Demo,,,nodejs,2,0,0,TypeScript,FALSE,3,3
qaa-demo/cucumber-selenium-js,,,nodejs,2,1,0,JavaScript,FALSE,3,3
DanielDelimata/sample-typescript-cucumberjs-selenium,,,nodejs,2,0,0,TypeScript,FALSE,2,2
HEEPOKE/playwright-cucumber,,,nodejs,2,0,0,TypeScript,FALSE,2,2
VigneshSrinivasaRaghavan/TestTribe_Playwright_Cucumber_Workshop_Mar2025,,,nodejs,2,1,0,TypeScript,FALSE,2,2
hdmsantander/nodejs-cucumber-apimocker-example,,,nodejs,2,0,0,JavaScript,FALSE,2,2
DevAdriam/nest_bdd_boilerplate,,,nodejs,2,0,0,TypeScript,FALSE,1,1
Furkan9528/Tripadvisor-Testinium,,,nodejs,2,0,0,TypeScript,FALSE,1,1
StevenMedinaBatista/app_webdriver.io_android,,,nodejs,2,0,0,TypeScript,FALSE,1,1
ahxansubhani/playwright-automation-framwork-BDD,,,nodejs,2,0,0,TypeScript,FALSE,1,1
baento/tsflow,,,nodejs,2,0,2,TypeScript,FALSE,1,1
crs1138/cucumber-shouty,,,nodejs,2,0,0,JavaScript,FALSE,1,1
dakotaJang/cucumber-playwright-typescript-starter,,,nodejs,2,1,0,TypeScript,FALSE,1,1
dntthuan064/playwright-bdd-project,,,nodejs,2,0,5,TypeScript,FALSE,1,1
generalui/getting-started-with-bdd,,,nodejs,2,0,0,TypeScript,FALSE,1,1
grandEL-dsouza/playwright-cucumber-test-for-browserstack,,,nodejs,2,0,1,JavaScript,FALSE,1,1
ilya-skapchuk/cucumber-playwright-test-typescript,,,nodejs,2,0,0,TypeScript,FALSE,1,1
mvsaran/PlaywrightWithBDD,,,nodejs,2,0,0,JavaScript,FALSE,1,1
patrickhuijten/writing-product-proof-e2e-tests-with-cucumber-and-playwright,,,nodejs,2,0,0,TypeScript,FALSE,1,1
qavajs/cypress-runner-adapter,,,nodejs,2,0,1,JavaScript,FALSE,1,1
terencetcf/cucumberjs-typescript-example,,,nodejs,2,1,15,TypeScript,FALSE,1,1
the-imraaan/Cucumber_with_Playwright,,,nodejs,2,0,0,JavaScript,FALSE,1,1
tigran201198/learnit_cucumber_bdd,,,java,2,6,0,Java,FALSE,115,115
erlevren/Cucumber_AutomationExercises,,,java,2,0,0,Java,FALSE,52,52
tugceakyol1/AcibademProject,,,java,2,0,0,Java,FALSE,40,40
thucydides-webtests/thucydides-cucumber,,,java,2,4,0,Java,FALSE,30,30
Stoeoeoe/flowable-cucumber,,,java,2,0,0,Java,FALSE,19,19
tekinahmet/team03_cucumberProject,,,java,2,0,0,Java,FALSE,19,19
hamzayilmaz2021/HypnotesCucumber,,,java,2,2,0,Java,FALSE,17,17
DIGI-UW/openelis-qaframework,,,java,2,6,3,Java,FALSE,15,15
sandrocaseiro/java-spring-api,,,java,2,2,2,Java,FALSE,15,15
ArjunYalapalli/LumaCucumberBDD,,,java,2,0,0,Java,FALSE,14,14
anarissoy/TryCloud_Project_Cucumber,,,java,2,0,0,Java,FALSE,14,14
githsem/AutomationExercise_API_Testing,,,java,2,7,0,Java,FALSE,14,14
ZVasif/Cucumber_Staj_Project,,,java,2,0,0,Java,FALSE,13,13
Ozleblebici/Zerobank_SeleniumCucumber_Automation,,,java,2,4,2,Java,FALSE,12,12
Abdujilil/ZeroBank,,,java,2,0,0,Java,FALSE,11,11
B-35-36/cucumber-framework,,,java,2,1,0,Java,FALSE,11,11
Ma-Vin/de.ma_vin.ape.users,,,java,2,0,0,Java,TRUE,11,11
mqubbaj98/Cucumber_Selenoid_1,,,java,2,0,0,Java,FALSE,11,11
GabrielleYnara/BotaniQ-Backend,,,java,2,0,0,Java,FALSE,10,10
SuleymanKirkil/cucumber_sda_2025,,,java,2,0,0,Java,FALSE,10,10
alspcic/cucumber,,,java,2,1,6,Java,FALSE,10,10
peacebytes/selenium-cucumber-java,,,java,2,0,1,Java,FALSE,10,10
romasecure84/CucumberLessons,,,java,2,0,0,Java,FALSE,10,10
semihcaglarr/Trendyol_Selenium_Cucumber_Task,,,java,2,0,0,Java,FALSE,10,10
JosKavi33/test-automation-sjc,,,java,2,0,0,Java,FALSE,9,9
abhishekkadavil/RestAssured-Cucumber-Hybrid-Framework,,,java,2,3,2,Java,FALSE,9,9
CrazyDevo/cydeo-cucumber-junit-project-last,,,java,2,0,0,Java,FALSE,8,8
Estafet-LTD/estafet-qapractices-examples,,,java,2,1,0,Java,FALSE,8,8
Qanitinsingh/LearnCucumber,,,java,2,0,0,Java,FALSE,8,8
akashdktyagi/AutomationPoCCucumber,,,java,2,2,3,Java,FALSE,8,8
akyyev/ZeroBankCucumber,,,java,2,1,0,Java,FALSE,8,8
anilthota26/Cucumber-Java-Selenium,,,java,2,3,0,Java,FALSE,8,8
bdd-in-action/chapter-12-flying-high-cucumber,,,java,2,9,0,Java,FALSE,8,8
dtacademyb8/duotify-cucumber-bdd-framework,,,java,2,4,0,Java,FALSE,8,8
levinine/functional-tests,,,java,2,2,1,Java,FALSE,8,8
merkurt2001/cydeo-cucumber-junit-project,,,java,2,0,0,Java,FALSE,8,8
Bora-CS/batch9-cucumber-framework,,,java,2,0,29,Java,FALSE,7,7
Cybertek-EU5/CucumberReview,,,java,2,1,0,Java,FALSE,7,7
dmytro-ch21/Selenium-Cucumber-Demo-Framework,,,java,2,8,0,Java,FALSE,7,7
ghoshasish99/Cucumber-Docker-AzureDevOps,,,java,2,1,0,Java,FALSE,7,7
CraftOfProgramming/CucumberWithJavaFullCourse,,,java,2,3,0,Java,FALSE,6,6
Cydeo-Alumni/SDETFastTrackCucumber,,,java,2,6,0,Java,FALSE,6,6
Cydeo-EU10/Eu10CucumberReview,,,java,2,4,0,Java,FALSE,6,6
Cydeo-SDET-EU011/EU11-CucumberJunit,,,java,2,0,0,Java,FALSE,6,6
LSJ9600/CucumberBatch14,,,java,2,0,0,Java,FALSE,6,6
ShanCodeWay/ITQA_Assignment_Group_41,,,java,2,0,4,Java,FALSE,6,6
Specialize-Automation/CucumberTutorial,,,java,2,19,0,Java,FALSE,6,6
arbiminanda19/appium-cucumber-cicle-staging,,,java,2,0,0,Java,FALSE,6,6
dhil0325/java-cucumber-web-master,,,java,2,0,0,Java,FALSE,6,6
grasshopper7/cuke4junitparallel,,,java,2,8,0,Java,FALSE,6,6
gulammustufa/AutomationTestingBaseFramework,,,java,2,0,0,Java,FALSE,6,6
vlsidlyarevich/JUnit-example,,,java,2,4,0,Java,TRUE,6,6
yyusuffbudakk/cydeo_cucumber-junit,,,java,2,0,0,Java,FALSE,6,6
Cydeo-EU9/EU9_Cucumber_Review,,,java,2,2,0,Java,FALSE,5,5
MelihDemirtel/LinkedinCucumberProject,,,java,2,0,0,Java,FALSE,5,5
NoushinB/Appium-Calculator-Test-Automation,,,java,2,0,0,Java,FALSE,5,5
TurgayD34/EU3CucumberSelenium,,,java,2,0,0,Java,FALSE,5,5
dwikifadhilah/Cucumber-Selenium-Java-Test,,,java,2,0,0,Java,FALSE,5,5
freeautomationlearning/RestAssurredCucumber,,,java,2,0,0,Java,FALSE,5,5
islomar/payments-api,,,java,2,1,117,Java,FALSE,5,5
isorbon/Cucumber_MySQL_API,,,java,2,0,0,Java,FALSE,5,5
makif44/selenium-junit-cucumber-project,,,java,2,1,0,Java,FALSE,5,5
mehmet-simsek-pg/Cucumber_project,,,java,2,0,0,Java,FALSE,5,5
necati-ozdemir/calculator-end-to-end-test,,,java,2,2,0,Java,FALSE,5,5
serenity-dojo/swaglabs-serenity-cucumber,,,java,2,11,0,Java,FALSE,5,5
sharful-umair/API-Automation,,,java,2,1,0,Java,FALSE,5,5
thevarselvakumar/Cucumber-Framework,,,java,2,1,0,Java,FALSE,5,5
vondacho/arch-blueprint-java,,,java,2,1,3,Java,FALSE,5,5
AykutSaglamaz/cucumber2023,,,java,2,1,0,Java,FALSE,4,4
B-IANSON/selenium-cucumber-docker-seleniumgrid,,,java,2,2,0,Java,FALSE,4,4
EuroTech-SDET3/B3_BDD_CucumberSelenium_Rvw,,,java,2,0,0,Java,FALSE,4,4
Faruq2014/SalesForceWithCucumber,,,java,2,0,0,Java,FALSE,4,4
SenaYcdl/AppiumCucumberProject,,,java,2,0,0,Java,FALSE,4,4
SmartBear/cucumber-jvm-zephyr-xml,,,java,2,4,1,Java,FALSE,4,4
SmartBear/zephyr-scale-cucumber-integration-example,,,java,2,5,0,Java,TRUE,4,4
Spain-It/cucumberPractice,,,java,2,1,0,Java,FALSE,4,4
adg08101/class_2_selenium_cucumber_POM_BDD,,,java,2,0,0,Java,FALSE,4,4
anandavii/ecommAutomation,,,java,2,0,0,Java,FALSE,4,4
anilhorasan/Automation-Test-CI_CD,,,java,2,0,0,Java,FALSE,4,4
atSistemas/techday-7,,,java,2,0,0,Java,FALSE,4,4
dev-madhurendra/bdd-cucumber,,,java,2,0,0,Java,FALSE,4,4
gopyyn/Salad,,,java,2,0,6,Java,FALSE,4,4
gsumit1/CucumberBDD,,,java,2,6,0,Java,FALSE,4,4
learnby23/Cucumber_Ecommerce,,,java,2,0,0,Java,FALSE,4,4
unexist/showcase-acceptance-testing-quarkus,,,java,2,1,0,Java,FALSE,4,4
Eainde/spring-cucumber-bdd,,,java,2,0,0,Java,FALSE,3,3
MireilleBF/cucumber-demo,,,java,2,5,0,Java,FALSE,3,3
NightCodeLabs/pretzel-example,,,java,2,1,0,Java,FALSE,3,3
afsarali273/GovTechAssignment,,,java,2,1,1,Java,FALSE,3,3
